shipment_id,supplier_id,product,origin,destination,order_quantity,inventory_level,historical_lead_time,current_lead_time,supplier_reliability,weather_risk,transportation_mode,previous_delays,delay_days
SHP000023,SUP010,Laptop,India,Germany,3827,7524,19,33,0.98,0.14,Road,7,12
SHP000024,SUP006,Laptop,Vietnam,USA,1545,1409,6,24,0.94,0.88,Sea,3,15
SHP000025,SUP009,Laptop,USA,USA,2293,9276,18,38,0.72,0.74,Sea,5,19
SHP000026,SUP001,Monitor,Taiwan,India,3188,709,23,44,0.87,0.85,Sea,3,18
SHP000027,SUP010,Laptop,India,Singapore,3432,2629,12,24,0.8,0.92,Sea,1,14
SHP000028,SUP003,Microchip,Taiwan,Germany,1918,8931,9,29,0.71,0.14,Sea,7,19
SHP000029,SUP007,Laptop,Japan,Germany,4257,8548,4,14,0.75,0.34,Air,1,11
SHP000030,SUP004,Mouse,Germany,India,3473,9653,19,32,0.9,0.98,Road,2,10
SHP000031,SUP009,Headphones,Vietnam,Singapore,1369,1147,4,14,0.93,0.03,Sea,3,9
SHP000032,SUP003,Tablet,Vietnam,Germany,969,5542,9,28,0.95,0.82,Road,7,18
SHP000033,SUP005,Printer,Japan,France,583,7540,5,19,0.96,0.5,Road,4,13
SHP000034,SUP003,Headphones,Taiwan,Australia,1085,1188,27,44,0.88,0.71,Sea,3,14
SHP000035,SUP007,Mouse,South Korea,Australia,1228,7166,11,26,0.83,0.2,Sea,4,14
SHP000036,SUP005,SSD,Japan,Singapore,89,8941,17,26,0.92,0.69,Air,0,10
SHP000037,SUP009,Printer,Taiwan,Germany,2685,9985,6,26,0.84,0.56,Road,7,18
SHP000038,SUP007,Router,India,USA,3617,5337,19,27,0.95,0.74,Air,2,10
SHP000039,SUP002,Microchip,USA,Australia,3302,4958,16,27,0.89,0.01,Air,2,8
SHP000040,SUP004,Smartphone,Germany,India,458,5532,21,34,0.92,0.76,Air,0,11
SHP000041,SUP009,Router,China,Australia,2137,7588,6,16,0.78,0.49,Road,1,12
SHP000042,SUP002,Monitor,Taiwan,USA,2455,5160,12,24,0.9,0.42,Road,0,9
SHP000043,SUP010,Router,Vietnam,Australia,3827,948,12,30,0.7,0.84,Air,4,18
SHP000044,SUP009,Printer,Germany,Germany,4463,1570,19,33,0.97,0.6,Road,6,15
SHP000045,SUP010,Smartphone,USA,India,4013,9998,10,25,0.84,0.37,Sea,5,14
SHP000046,SUP005,Smartphone,Taiwan,Germany,614,2102,30,47,0.81,0.19,Road,5,15
SHP000047,SUP002,Monitor,South Korea,USA,481,5612,8,22,0.94,0.08,Sea,6,12
SHP000048,SUP004,Printer,China,Singapore,885,3734,25,48,0.97,0.99,Sea,5,20
SHP000049,SUP007,Printer,Germany,Germany,4401,2966,11,25,0.99,0.17,Sea,6,14
SHP000050,SUP008,Router,USA,Singapore,386,3267,8,15,0.98,0.72,Rail,1,8
SHP000051,SUP003,Tablet,USA,Germany,76,9857,17,37,0.82,0.93,Sea,7,21
SHP000052,SUP001,Printer,Germany,Singapore,1646,5200,24,34,0.96,0.18,Road,3,11
SHP000053,SUP004,Laptop,India,USA,3403,1414,9,30,0.92,0.75,Road,7,19
SHP000054,SUP002,Printer,Taiwan,France,4441,4865,18,35,0.82,0.7,Air,7,18
SHP000055,SUP008,SSD,China,India,457,4989,14,25,1.0,0.7,Sea,1,13
SHP000056,SUP004,Mouse,USA,Germany,4648,8093,20,34,0.94,0.26,Sea,4,13
SHP000057,SUP002,Printer,USA,UK,4155,9003,19,27,0.82,0.01,Sea,1,7
SHP000058,SUP006,SSD,Japan,USA,790,7890,14,22,0.94,0.17,Sea,1,10
SHP000059,SUP006,Router,Vietnam,UK,1447,1294,22,31,0.98,0.08,Road,6,9
SHP000060,SUP010,Monitor,India,Germany,2561,3997,4,17,0.8,0.09,Rail,5,13
SHP000061,SUP004,Keyboard,USA,Australia,3326,5821,14,31,0.93,0.07,Rail,4,14
SHP000062,SUP006,Laptop,Taiwan,Australia,2772,880,7,19,0.72,0.96,Road,3,13
SHP000063,SUP002,Smartphone,South Korea,Germany,2675,6823,9,20,0.97,0.39,Air,3,8
SHP000064,SUP010,Laptop,India,Singapore,3972,4212,25,42,0.99,0.42,Road,7,15
SHP000065,SUP002,Laptop,Vietnam,Germany,2395,609,27,46,0.71,0.5,Road,5,16
SHP000066,SUP010,Mouse,South Korea,India,1898,2795,24,39,0.88,0.5,Sea,4,14
SHP000067,SUP004,Microchip,Taiwan,USA,1095,3454,29,49,0.97,0.84,Sea,5,17
SHP000068,SUP008,Laptop,Germany,USA,1999,5739,29,51,0.72,0.96,Road,2,20
SHP000069,SUP007,Laptop,South Korea,Canada,1342,2128,25,36,0.93,0.7,Sea,3,11
SHP000070,SUP009,Mouse,Germany,Australia,2149,6123,14,27,0.89,0.93,Air,1,14
SHP000071,SUP008,SSD,South Korea,Germany,765,7018,11,30,0.96,0.43,Air,6,16
SHP000072,SUP005,Monitor,China,UK,2591,7683,21,36,0.82,0.64,Sea,4,17
SHP000073,SUP002,Laptop,South Korea,USA,1515,542,12,23,0.72,0.64,Sea,0,11
SHP000074,SUP005,Headphones,Japan,Canada,1022,3483,4,13,0.99,0.47,Sea,5,11
SHP000075,SUP008,Keyboard,Vietnam,Canada,1565,7145,6,15,0.87,0.32,Air,0,8
SHP000076,SUP010,Monitor,Vietnam,France,3416,2411,20,33,0.88,0.22,Rail,5,15
SHP000077,SUP009,Keyboard,USA,Australia,1443,5938,25,38,0.95,0.4,Sea,3,12
SHP000078,SUP009,Headphones,Japan,France,3240,4150,29,45,0.98,0.8,Road,6,18
SHP000079,SUP001,Printer,China,UK,4004,2390,27,40,0.75,0.74,Air,2,15
SHP000080,SUP009,SSD,Taiwan,Canada,3201,4233,27,42,0.81,0.93,Rail,0,13
SHP000081,SUP007,SSD,South Korea,Germany,3098,442,8,23,0.97,0.69,Air,2,16
SHP000082,SUP009,Printer,Taiwan,Australia,4096,3562,16,30,0.87,0.0,Sea,6,11
SHP000083,SUP008,SSD,Vietnam,UK,337,7032,20,27,0.98,0.71,Air,1,9
SHP000084,SUP001,Microchip,USA,France,3127,1483,18,32,0.92,0.27,Rail,4,11
SHP000085,SUP008,Laptop,USA,India,2780,4472,21,41,0.87,0.61,Sea,5,19
SHP000086,SUP008,Router,Taiwan,Canada,3610,1273,19,33,0.85,0.0,Air,5,13
SHP000087,SUP003,Keyboard,Vietnam,Singapore,856,4731,20,26,0.98,0.21,Air,0,3
SHP000088,SUP001,Mouse,Vietnam,India,3021,9129,20,27,0.79,0.16,Air,2,9
SHP000089,SUP008,Keyboard,South Korea,UK,2340,8387,23,39,0.86,0.32,Air,5,16
SHP000090,SUP003,Monitor,Taiwan,France,1065,5135,10,20,0.79,0.39,Road,0,10
SHP000091,SUP003,Router,Germany,Germany,2145,7029,14,35,0.84,0.91,Air,7,19
SHP000092,SUP001,SSD,USA,Singapore,2854,7053,10,25,0.71,0.33,Road,3,13
SHP000093,SUP005,Monitor,India,Canada,1787,8551,4,23,0.79,0.58,Air,4,16
SHP000094,SUP010,Router,China,Canada,296,3623,4,10,0.95,0.27,Air,0,5
SHP000095,SUP007,Microchip,Japan,Canada,1389,3051,19,34,0.87,0.06,Road,7,14
SHP000096,SUP010,Tablet,Germany,Singapore,3617,4446,29,42,0.99,0.42,Sea,2,10
SHP000097,SUP009,Router,Germany,India,2098,3960,16,30,0.91,0.56,Rail,2,11
SHP000098,SUP007,Microchip,China,France,2921,367,26,38,0.94,0.74,Road,1,13
SHP000099,SUP009,Printer,Japan,Australia,3091,7052,19,31,0.83,0.38,Sea,0,12
SHP000100,SUP008,Microchip,Japan,France,2138,3434,9,23,0.88,0.07,Sea,2,11
SHP000101,SUP002,Monitor,Japan,Germany,1400,6039,30,33,0.95,0.21,Rail,0,4
SHP000102,SUP001,Keyboard,South Korea,Canada,4814,7274,4,18,0.85,0.28,Rail,4,13
SHP000103,SUP007,Headphones,India,Australia,2292,817,17,36,0.85,0.31,Sea,3,17
SHP000104,SUP007,Router,India,UK,3477,3568,15,22,0.96,0.22,Air,5,8
SHP000105,SUP008,Keyboard,Germany,Canada,4405,3901,5,21,1.0,0.83,Air,6,16
SHP000106,SUP005,Keyboard,India,Germany,735,136,12,27,0.72,0.09,Road,7,17
SHP000107,SUP003,Keyboard,USA,UK,1475,2834,28,47,0.72,0.22,Sea,7,18
SHP000108,SUP008,Laptop,Japan,India,3579,4124,4,17,0.91,0.02,Sea,6,10
SHP000109,SUP006,Router,India,Germany,1654,7399,3,16,0.74,0.85,Rail,2,13
SHP000110,SUP003,SSD,Japan,USA,1093,425,12,24,0.88,0.16,Air,7,13
SHP000111,SUP001,Keyboard,USA,France,1525,6541,16,26,0.78,0.19,Road,3,10
SHP000112,SUP003,Laptop,USA,India,2966,5682,18,40,0.8,0.67,Sea,7,22
SHP000113,SUP005,Smartphone,South Korea,India,3745,8710,18,36,0.84,0.16,Air,7,18
SHP000114,SUP003,Headphones,Germany,France,375,777,6,23,0.71,0.67,Road,5,18
SHP000115,SUP001,Headphones,Germany,France,4894,7358,13,27,0.97,0.73,Road,3,13
SHP000116,SUP005,Smartphone,China,USA,3419,3313,10,20,0.88,0.78,Road,2,12
SHP000117,SUP010,Microchip,India,Australia,2150,2168,16,30,0.76,0.39,Sea,3,16
SHP000118,SUP007,Keyboard,China,UK,3918,5070,30,47,0.91,0.67,Road,4,14
SHP000119,SUP007,Tablet,India,USA,3751,5746,15,37,0.97,0.8,Sea,5,19
SHP000120,SUP009,Printer,Japan,USA,1716,542,13,28,0.9,0.71,Road,4,15
SHP000121,SUP010,Mouse,USA,Canada,2377,1307,22,36,0.79,0.86,Sea,3,15
SHP000122,SUP010,Router,Taiwan,India,1715,7564,26,38,0.93,0.15,Air,3,10
SHP000123,SUP003,Printer,Germany,Canada,3042,842,29,45,0.82,0.91,Sea,4,17
SHP000124,SUP007,Mouse,Taiwan,France,4876,8791,22,38,0.71,0.51,Sea,5,18
SHP000125,SUP001,Keyboard,Japan,Australia,2511,4767,28,38,0.82,0.58,Air,0,12
SHP000126,SUP004,Tablet,India,Australia,2433,5710,22,30,0.89,0.01,Road,2,9
SHP000127,SUP004,Headphones,Vietnam,India,3682,2341,23,31,0.99,0.97,Sea,0,10
SHP000128,SUP005,Keyboard,Taiwan,France,1855,1430,5,22,0.98,0.73,Sea,4,14
SHP000129,SUP007,Router,South Korea,USA,4666,8132,13,30,0.93,0.99,Sea,2,16
SHP000130,SUP007,Monitor,Japan,USA,4549,3656,5,20,0.99,0.6,Road,3,12
SHP000131,SUP004,Keyboard,Japan,USA,2707,589,3,15,0.76,0.27,Sea,2,10
SHP000132,SUP007,Keyboard,USA,Germany,3652,8189,17,32,0.75,0.59,Sea,0,14
SHP000133,SUP003,Smartphone,China,India,139,4911,16,36,0.87,0.03,Road,6,17
SHP000134,SUP006,Microchip,USA,France,2846,9926,23,30,0.89,0.21,Air,2,6
SHP000135,SUP002,Router,Japan,Australia,579,2672,12,32,0.72,0.84,Air,4,20
SHP000136,SUP010,Printer,USA,France,3657,1531,14,33,0.82,0.91,Sea,4,16
SHP000137,SUP009,Headphones,Japan,Canada,1368,6869,10,25,0.72,0.28,Rail,4,14
SHP000138,SUP005,Headphones,China,UK,2003,711,8,20,0.95,0.1,Road,4,10
SHP000139,SUP006,Laptop,Germany,India,2075,5776,17,35,0.8,0.85,Road,2,15
SHP000140,SUP004,Printer,Taiwan,USA,2580,3165,12,29,0.74,0.21,Sea,3,14
SHP000141,SUP010,Tablet,China,UK,4065,7082,15,27,0.85,0.03,Road,2,9
SHP000142,SUP007,SSD,South Korea,France,2189,7275,3,18,0.74,0.25,Road,4,14
SHP000143,SUP009,Smartphone,Taiwan,Singapore,1478,2525,29,46,0.95,0.85,Road,4,15
SHP000144,SUP007,Mouse,Taiwan,USA,3296,2797,12,28,0.77,0.22,Sea,6,17
SHP000145,SUP001,Keyboard,Japan,USA,2655,7892,25,43,0.73,0.44,Sea,4,17
SHP000146,SUP001,Printer,India,USA,4114,1881,7,17,0.98,0.51,Air,4,11
SHP000147,SUP009,SSD,Taiwan,Australia,2408,9078,23,37,0.88,0.93,Air,0,11
SHP000148,SUP009,Smartphone,India,Germany,3063,1235,14,35,0.85,0.41,Sea,7,23
SHP000149,SUP004,Keyboard,Japan,Singapore,1749,9235,10,33,0.7,0.84,Road,7,24
SHP000150,SUP009,SSD,Taiwan,Singapore,4222,555,30,45,0.8,0.45,Sea,6,15
SHP000151,SUP003,Headphones,USA,Australia,3781,8152,23,39,0.73,0.48,Road,1,14
SHP000152,SUP007,Keyboard,South Korea,Australia,3408,9533,8,18,0.74,0.58,Road,3,11
SHP000153,SUP006,Headphones,Germany,Canada,201,858,25,36,0.79,0.27,Sea,0,8
SHP000154,SUP008,Smartphone,India,USA,3967,4869,10,23,0.7,0.04,Sea,3,11
SHP000155,SUP009,Printer,Vietnam,Australia,92,5942,18,27,0.98,0.58,Road,1,8
SHP000156,SUP005,Keyboard,Taiwan,Australia,2238,5146,8,23,0.84,0.24,Sea,6,13
SHP000157,SUP001,Mouse,Vietnam,France,722,6929,19,37,0.96,0.95,Sea,7,18
SHP000158,SUP003,Smartphone,South Korea,USA,1287,3226,26,36,0.75,0.38,Air,0,8
SHP000159,SUP010,Router,Germany,USA,160,3859,25,35,0.83,0.09,Sea,0,7
SHP000160,SUP008,Headphones,Taiwan,India,3974,6965,29,47,0.83,0.92,Road,6,19
SHP000161,SUP006,SSD,Vietnam,Canada,1975,8372,23,42,0.74,0.83,Road,7,20
SHP000162,SUP008,Printer,South Korea,UK,1995,1824,5,18,0.8,0.57,Road,5,15
SHP000163,SUP009,Microchip,Vietnam,Singapore,639,7255,6,24,0.89,0.65,Road,7,18
SHP000164,SUP004,Tablet,Japan,USA,1469,6979,22,38,0.92,0.75,Road,2,16
SHP000165,SUP001,SSD,India,Germany,4386,7492,25,38,0.76,0.16,Air,2,12
SHP000166,SUP001,Keyboard,Japan,India,2881,7897,28,44,0.81,0.45,Road,4,13
SHP000167,SUP010,Microchip,Taiwan,UK,3967,1191,16,36,0.78,0.94,Air,6,21
SHP000168,SUP004,Router,India,Australia,759,386,25,43,0.96,0.86,Rail,6,17
SHP000169,SUP007,Mouse,India,Australia,460,4327,19,36,0.75,0.73,Air,1,15
SHP000170,SUP002,Headphones,Vietnam,France,2307,9383,15,30,0.72,0.04,Rail,4,16
SHP000171,SUP003,Monitor,China,UK,3619,6033,11,24,0.89,0.34,Road,7,12
SHP000172,SUP001,Monitor,Taiwan,UK,523,5901,4,10,0.74,0.19,Sea,0,6
SHP000173,SUP005,Microchip,South Korea,India,1346,703,24,29,1.0,0.07,Road,1,6
SHP000174,SUP001,Tablet,Germany,Singapore,206,4034,25,37,0.93,0.1,Rail,7,14
SHP000175,SUP008,Microchip,Japan,France,3402,3177,4,19,0.71,0.57,Sea,2,17
SHP000176,SUP001,Headphones,Vietnam,India,245,1301,15,27,0.8,0.13,Road,7,13
SHP000177,SUP001,Microchip,South Korea,India,1800,1234,25,36,0.82,0.09,Road,4,11
SHP000178,SUP002,Smartphone,Taiwan,Germany,4415,3528,23,34,1.0,0.2,Sea,7,10
SHP000179,SUP002,Keyboard,Vietnam,Singapore,334,4114,9,18,0.86,0.22,Air,1,8
SHP000180,SUP006,Headphones,Germany,USA,74,8244,5,19,0.82,0.45,Sea,7,16
SHP000181,SUP007,Router,India,India,4580,7892,10,29,0.71,0.34,Road,7,19
SHP000182,SUP005,Headphones,India,Singapore,3651,6596,29,37,0.75,0.29,Road,0,8
SHP000183,SUP001,Keyboard,China,UK,4596,9976,24,35,0.7,0.45,Sea,0,10
SHP000184,SUP001,Keyboard,Germany,France,3825,9424,15,28,0.71,0.55,Air,2,12
SHP000185,SUP003,Keyboard,Japan,USA,2511,4008,13,27,0.86,0.89,Air,3,13
SHP000186,SUP002,Monitor,Taiwan,Australia,2907,5707,20,32,0.98,0.98,Sea,0,12
SHP000187,SUP005,Tablet,India,India,2061,151,20,25,0.84,0.18,Road,1,4
SHP000188,SUP010,Smartphone,China,Germany,1793,9014,4,10,1.0,0.08,Sea,4,6
SHP000189,SUP006,SSD,USA,Australia,2794,8183,18,31,0.91,0.64,Air,0,11
SHP000190,SUP007,Monitor,USA,Australia,3418,9664,14,25,0.98,0.74,Air,1,11
SHP000191,SUP004,Smartphone,USA,USA,1275,4424,4,17,0.86,0.45,Sea,2,14
SHP000192,SUP007,Printer,Germany,USA,4788,3777,18,39,0.7,0.27,Air,7,18
SHP000193,SUP008,Tablet,China,France,1785,7692,19,30,0.79,0.02,Road,0,8
SHP000194,SUP001,Laptop,Vietnam,Canada,881,7924,5,16,0.81,0.24,Sea,0,11
SHP000195,SUP006,Router,Germany,Canada,4617,4470,13,35,0.99,0.5,Air,5,19
SHP000196,SUP008,Laptop,USA,Singapore,3245,2895,10,28,0.82,0.26,Road,6,17
SHP000197,SUP005,Router,Germany,France,4757,6975,20,26,0.97,0.43,Road,0,5
SHP000198,SUP004,Monitor,South Korea,France,3795,8083,19,26,0.9,0.19,Road,4,8
SHP000199,SUP002,SSD,Vietnam,France,1066,5440,29,38,0.92,0.56,Sea,1,9
SHP000200,SUP006,Headphones,Japan,Canada,775,8783,23,38,0.88,0.11,Road,5,13
SHP000201,SUP006,SSD,South Korea,Australia,815,9451,16,28,0.7,0.37,Air,1,11
SHP000202,SUP001,Mouse,Vietnam,India,2914,6975,18,38,0.72,0.22,Air,6,17
SHP000203,SUP009,Mouse,Japan,UK,260,1642,14,28,0.71,0.07,Road,4,14
SHP000204,SUP006,Monitor,Vietnam,UK,2135,3538,27,36,0.76,0.47,Road,1,11
SHP000205,SUP003,Printer,Germany,Australia,3681,7919,28,34,0.86,0.07,Air,2,8
SHP000206,SUP004,Monitor,Germany,Australia,3576,9950,26,33,0.97,0.85,Road,0,8
SHP000207,SUP004,Laptop,India,India,51,9844,7,19,0.98,0.35,Road,1,10
SHP000208,SUP003,Monitor,Germany,Australia,4190,1051,4,14,0.77,0.29,Sea,5,11
SHP000209,SUP010,SSD,Taiwan,Canada,209,6491,28,39,0.78,0.16,Air,4,10
SHP000210,SUP003,Microchip,China,UK,4192,8371,4,14,0.75,0.6,Air,2,12
SHP000211,SUP003,Microchip,USA,France,1388,6064,22,39,0.73,0.46,Road,2,17
SHP000212,SUP004,Monitor,Japan,Australia,1982,4635,20,29,0.88,0.01,Air,6,11
SHP000213,SUP007,Laptop,USA,UK,298,7582,27,48,0.99,0.86,Rail,3,19
SHP000214,SUP004,Headphones,USA,Canada,4453,2439,28,40,0.93,0.13,Air,6,12
SHP000215,SUP009,Printer,India,India,3798,2700,29,41,0.72,0.57,Sea,1,12
SHP000216,SUP001,Router,India,Singapore,1535,7731,14,17,0.94,0.35,Air,0,3
SHP000217,SUP008,Tablet,India,UK,1022,5576,11,28,0.96,0.84,Road,2,15
SHP000218,SUP007,Laptop,Vietnam,UK,575,1724,3,20,0.78,0.86,Sea,2,15
SHP000219,SUP002,Smartphone,Germany,Germany,1025,1222,7,23,0.76,0.43,Road,5,18
SHP000220,SUP008,Mouse,USA,UK,4035,9220,3,19,0.78,0.83,Road,4,18
SHP000221,SUP001,Laptop,China,USA,4183,8745,24,29,0.95,0.12,Road,2,6
SHP000222,SUP009,Microchip,Taiwan,USA,4424,1420,13,24,0.71,0.77,Sea,1,12
SHP000223,SUP009,Mouse,Taiwan,UK,3141,7290,29,41,0.73,0.48,Air,0,11
SHP000224,SUP002,Tablet,Taiwan,India,617,8385,26,38,0.88,0.65,Road,1,10
SHP000225,SUP007,Router,Germany,France,3704,3515,3,11,0.97,0.05,Road,4,8
SHP000226,SUP010,Tablet,India,Singapore,1126,2704,27,44,0.76,0.23,Air,6,17
SHP000227,SUP003,Laptop,USA,France,1040,4959,11,29,0.91,0.72,Sea,4,17
SHP000228,SUP007,Headphones,India,Australia,1141,994,27,37,0.83,0.47,Rail,0,12
SHP000229,SUP010,Tablet,Taiwan,India,831,3532,15,23,0.81,0.01,Air,4,7
SHP000230,SUP009,Printer,Germany,UK,2560,1197,28,44,0.84,0.29,Air,7,15
SHP000231,SUP004,Monitor,China,USA,4909,7684,8,21,0.96,0.52,Air,4,10
SHP000232,SUP001,Keyboard,Vietnam,UK,1881,8181,4,22,0.71,0.35,Sea,2,15
SHP000233,SUP002,Keyboard,Taiwan,UK,260,5315,25,44,0.79,0.73,Air,4,17
SHP000234,SUP001,Printer,Taiwan,India,3206,7095,20,37,0.74,0.41,Air,4,17
SHP000235,SUP005,Microchip,Vietnam,UK,2305,7393,20,36,0.81,0.98,Rail,0,14
SHP000236,SUP005,Keyboard,South Korea,India,2311,9803,6,15,0.86,0.03,Air,2,10
SHP000237,SUP007,Printer,South Korea,USA,4753,1770,28,50,0.72,0.92,Sea,4,19
SHP000238,SUP009,Headphones,South Korea,UK,1516,7895,15,28,0.86,0.29,Rail,1,11
SHP000239,SUP009,Mouse,Taiwan,Canada,3050,5581,9,23,0.94,0.48,Sea,7,15
SHP000240,SUP003,Tablet,Japan,Germany,1142,7689,4,14,0.9,0.01,Air,5,11
SHP000241,SUP003,Monitor,USA,Canada,4511,2489,8,17,0.84,0.65,Sea,1,10
SHP000242,SUP003,Mouse,USA,USA,1415,6718,21,37,0.78,0.46,Road,4,17
SHP000243,SUP004,SSD,USA,Canada,4471,8406,23,43,0.96,0.7,Sea,7,19
SHP000244,SUP008,Keyboard,Germany,Singapore,2017,9609,26,39,0.88,0.47,Sea,6,15
SHP000245,SUP006,SSD,India,France,3110,4837,21,33,0.99,0.24,Air,5,10
SHP000246,SUP008,Monitor,India,India,1159,4927,11,28,0.94,0.59,Air,7,18
SHP000247,SUP001,Printer,Japan,Germany,1436,8628,22,32,1.0,0.22,Sea,1,7
SHP000248,SUP008,Monitor,Taiwan,USA,4409,577,24,49,0.7,0.99,Sea,4,24
SHP000249,SUP004,Keyboard,Germany,Canada,1184,4567,3,26,0.78,0.98,Road,7,24
SHP000250,SUP001,Router,India,Germany,2213,2317,22,33,0.87,0.16,Air,3,11
SHP000251,SUP008,SSD,Japan,USA,4066,5495,22,29,0.8,0.01,Road,2,7
SHP000252,SUP004,Mouse,South Korea,India,954,4049,20,40,0.72,0.07,Sea,7,18
SHP000253,SUP006,Smartphone,Vietnam,Australia,906,2315,28,42,0.78,0.29,Road,6,16
SHP000254,SUP008,Monitor,China,Australia,4099,7527,27,46,0.75,0.53,Air,5,16
SHP000255,SUP004,Keyboard,Taiwan,UK,220,5652,27,41,0.88,0.82,Road,1,14
SHP000256,SUP003,Microchip,Germany,USA,4859,7928,6,16,0.94,0.26,Road,5,10
SHP000257,SUP009,Tablet,Taiwan,India,4415,6477,15,27,0.97,0.21,Air,5,10
SHP000258,SUP003,Smartphone,Germany,France,1693,6472,21,31,0.91,0.52,Sea,3,11
SHP000259,SUP009,Mouse,India,USA,2483,947,22,35,0.83,0.5,Sea,2,10
SHP000260,SUP002,Smartphone,South Korea,Canada,727,4013,12,24,0.84,0.83,Air,4,14
SHP000261,SUP002,SSD,China,USA,4811,5323,15,23,0.93,0.12,Sea,2,7
SHP000262,SUP002,Smartphone,Vietnam,UK,1188,9236,13,21,0.9,0.33,Air,0,8
SHP000263,SUP006,Monitor,Vietnam,France,510,1346,25,40,0.8,0.2,Air,6,14
SHP000264,SUP003,Monitor,Japan,India,3284,8099,23,41,0.78,0.42,Road,6,19
SHP000265,SUP009,Keyboard,USA,Singapore,2887,3009,28,53,0.86,0.73,Air,7,23
SHP000266,SUP004,Smartphone,Taiwan,India,4390,3837,19,33,0.9,0.29,Air,6,15
SHP000267,SUP001,Printer,Japan,Germany,2579,728,22,44,0.77,0.67,Rail,7,24
SHP000268,SUP004,Smartphone,India,Germany,853,2829,29,36,0.73,0.23,Air,1,9
SHP000269,SUP001,Laptop,Vietnam,Singapore,2498,8298,16,37,0.83,0.99,Rail,7,19
SHP000270,SUP005,Tablet,Germany,Germany,1527,4207,23,35,0.95,0.08,Sea,6,12
SHP000271,SUP004,Smartphone,Vietnam,UK,3010,2470,16,39,0.71,0.52,Air,7,24
SHP000272,SUP008,Mouse,India,India,2521,7517,21,43,0.74,0.72,Air,6,22
SHP000273,SUP008,Tablet,China,UK,2082,1578,25,44,0.97,0.8,Rail,6,17
SHP000274,SUP007,Smartphone,Taiwan,Singapore,2966,2337,26,37,0.75,0.11,Sea,2,12
SHP000275,SUP003,Router,South Korea,France,456,8122,20,37,0.87,0.75,Sea,6,18
SHP000276,SUP001,Monitor,South Korea,UK,2741,850,26,38,0.93,0.06,Air,7,13
SHP000277,SUP001,Printer,Taiwan,UK,2833,5860,27,36,0.93,0.46,Air,2,9
SHP000278,SUP003,Tablet,South Korea,USA,3391,1886,15,32,0.75,0.61,Road,6,15
SHP000279,SUP006,SSD,India,Germany,4266,8151,22,41,0.79,0.7,Sea,1,16
SHP000280,SUP007,Laptop,China,UK,3711,4733,23,32,0.96,0.43,Air,3,11
SHP000281,SUP006,Headphones,India,Canada,1828,969,4,23,0.79,0.07,Sea,7,17
SHP000282,SUP006,Headphones,China,USA,4291,8809,29,38,0.83,0.25,Air,3,10
SHP000283,SUP006,Router,Taiwan,USA,3135,8010,8,23,0.82,0.01,Road,6,12
SHP000284,SUP003,Router,Germany,India,2565,430,7,20,0.8,0.84,Air,0,10
SHP000285,SUP006,Monitor,Japan,France,164,7458,5,6,0.98,0.16,Sea,0,2
SHP000286,SUP008,Headphones,Japan,Germany,4663,6878,28,36,0.72,0.12,Rail,0,5
